Store,DayOfWeek,year,month,week,day,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,competition_open,Promo2,Promo2SinceWeek,Promo2SinceYear,promo_2_open,IsPromo2Month
196,3,2024,2,14,21,2047,1.0,0,0,1,a,c,592.0,8,2003,246,1,33,2015,449,0
870,2,2024,11,24,11,3373,1.0,0,0,1,c,a,533.0,7,2016,100,0,40,2015,452,1
974,7,2024,2,9,10,1058,1.0,0,0,0,c,a,802.0,4,2012,142,1,30,2022,83,1
569,5,2024,3,38,1,1415,1.0,0,0,1,a,a,803.0,8,2010,163,1,17,2021,177,1
908,5,2024,12,35,9,1123,1.0,0,0,0,a,c,789.0,2,2018,82,1,18,2022,121,1
14,4,2024,12,34,24,782,1.0,0,0,0,a,c,916.0,9,2007,207,1,6,2015,496,1
1058,2,2023,1,33,26,3577,1.0,0,0,0,a,a,1470.0,2,2018,59,0,24,2010,500,0
515,5,2023,12,15,27,364,1.0,1,0,0,a,a,1060.0,4,2001,272,1,19,2023,0,0
269,2,2024,3,39,14,604,1.0,1,0,0,a,c,1013.0,10,2002,257,0,37,2015,470,1
752,6,2024,9,9,12,3420,1.0,0,0,0,a,a,834.0,10,2007,203,0,15,2016,410,0
994,7,2023,11,24,13,2244,1.0,0,0,0,a,a,838.0,8,2022,15,1,38,2016,350,1
759,5,2024,4,24,24,3077,1.0,1,0,0,c,b,957.0,5,2001,275,0,22,2023,54,1
355,6,2024,7,34,1,2621,1.0,1,0,0,a,c,830.0,8,2009,179,0,49,2022,89,0
147,7,2024,1,17,28,1636,1.0,1,0,1,c,a,1351.0,12,2001,265,0,21,2021,152,0
752,6,2024,4,42,10,1845,1.0,0,0,0,a,a,579.0,8,2007,200,0,35,2019,267,0
525,1,2023,3,47,1,3155,1.0,0,0,1,c,c,1037.0,6,2010,153,0,27,2017,332,0
88,6,2024,2,4,5,521,1.0,1,0,0,b,a,612.0,2,2016,96,0,37,2016,383,0
766,6,2024,5,32,26,241,1.0,0,a,1,a,b,949.0,10,2013,127,0,36,2020,204,1
1036,1,2023,8,16,10,3143,1.0,1,0,1,a,b,982.0,12,2016,80,1,27,2015,405,1
861,5,2024,1,34,11,3993,1.0,0,0,1,a,a,951.0,12,2021,25,0,41,2022,97,0
16,4,2024,1,14,3,3603,1.0,1,0,0,b,a,765.0,1,2018,72,0,28,2018,298,1
349,7,2023,4,22,9,1900,1.0,0,0,0,c,b,459.0,6,2018,58,0,16,2011,500,0
950,6,2024,8,15,23,3552,1.0,1,0,1,c,a,718.0,6,2012,146,1,40,2016,391,1
248,6,2023,9,29,11,1750,1.0,0,0,1,a,c,964.0,1,2013,128,1,17,2011,500,1
990,3,2023,7,40,25,500,1.0,0,0,1,a,c,168.0,11,2018,56,1,43,2016,361,0
604,4,2023,8,12,17,538,1.0,0,0,1,c,a,933.0,6,2016,86,1,43,2014,437,1
848,7,2023,2,3,7,1671,1.0,0,0,0,b,c,745.0,9,2012,125,0,11,2015,408,0
75,2,2024,10,11,14,1349,1.0,0,0,0,a,a,446.0,7,2022,27,1,50,2019,221,0
451,7,2023,4,32,20,1057,1.0,1,0,1,d,a,870.0,6,2004,226,0,4,2021,132,0
1040,7,2024,4,5,16,745,1.0,0,0,0,b,a,1292.0,4,2013,132,0,25,2023,32,0
268,3,2024,5,2,24,3751,1.0,0,0,0,d,a,1166.0,2,2004,243,1,49,2011,500,0
1058,4,2023,11,46,18,2552,1.0,0,0,1,c,a,567.0,12,2016,83,1,29,2012,500,1
237,7,2024,11,22,20,2351,1.0,1,0,1,a,a,1468.0,5,2000,294,1,4,2015,486,1
589,6,2024,10,36,23,2474,1.0,0,0,1,c,a,997.0,1,2000,297,0,35,2020,209,0
577,6,2024,10,32,7,3237,1.0,0,0,0,a,c,1070.0,2,2014,128,0,40,2022,96,0
897,7,2023,4,43,17,1794,1.0,0,0,0,a,c,847.0,2,2006,206,1,42,2014,469,1
810,3,2023,9,26,19,2737,1.0,1,0,1,a,c,729.0,4,2006,209,1,45,2023,0,0
26,1,2023,10,48,1,2545,1.0,0,0,1,a,b,337.0,3,2015,103,1,7,2011,500,1
1034,4,2023,6,21,23,3310,1.0,1,0,1,c,c,1296.0,6,2004,228,1,19,2020,158,1
287,3,2023,10,49,17,3487,1.0,0,0,0,a,c,940.0,6,2014,112,1,13,2014,500,1
205,6,2023,10,26,26,1627,1.0,1,0,0,a,a,762.0,6,2009,172,0,11,2012,500,1
566,3,2024,8,15,2,655,1.0,1,0,1,c,c,1167.0,7,2018,73,0,17,2010,500,0
1042,7,2024,9,19,26,3404,1.0,0,0,1,a,a,896.0,4,2006,221,0,2,2010,500,1
293,5,2024,5,31,17,1452,1.0,0,0,0,a,a,448.0,3,2008,194,1,11,2010,500,1
589,2,2024,10,19,15,3082,1.0,1,0,1,d,b,823.0,2,2007,212,0,43,2023,28,0
1102,2,2024,10,5,19,1176,1.0,1,0,1,c,a,678.0,1,2002,273,1,24,2011,500,1
581,5,2024,5,46,22,2780,1.0,0,0,0,a,c,693.0,4,2006,217,0,25,2018,333,1
518,7,2024,7,41,21,661,1.0,0,0,1,a,b,1284.0,4,2016,99,1,51,2018,302,0
618,6,2023,1,28,9,914,1.0,0,0,1,a,a,983.0,1,2021,24,1,13,2021,119,0
375,2,2023,5,39,14,3521,1.0,1,0,0,a,b,1057.0,12,2015,89,1,12,2010,500,1
29,5,2023,3,6,11,2996,1.0,1,0,0,a,a,1191.0,3,2011,144,1,49,2020,113,1
684,6,2023,9,25,16,718,1.0,1,0,0,a,c,1039.0,1,2021,32,1,35,2010,500,0
1056,6,2023,7,3,10,3778,1.0,0,0,1,a,a,1037.0,6,2009,169,1,24,2023,0,1
281,3,2024,2,52,26,3576,1.0,0,0,1,a,c,1013.0,6,2006,212,0,43,2019,269,1
525,5,2023,11,15,24,758,1.0,1,0,1,a,a,875.0,3,2016,92,0,14,2023,1,0
315,7,2024,2,52,21,3795,1.0,0,0,1,c,c,878.0,12,2004,230,0,11,2022,145,0
190,5,2024,3,43,11,3502,1.0,1,0,0,c,a,612.0,2,2005,229,1,15,2013,500,0
1078,6,2024,12,49,10,1464,1.0,1,0,1,c,c,730.0,12,2011,156,1,46,2013,500,1
682,6,2023,8,12,24,277,1.0,0,0,0,d,a,931.0,1,2013,127,1,26,2022,38,0
199,6,2023,10,21,21,2290,1.0,1,0,1,b,a,897.0,5,2003,245,1,17,2014,472,1
328,3,2023,12,31,22,1455,1.0,0,0,0,c,c,628.0,12,2013,120,0,33,2013,500,0
102,1,2023,2,36,27,479,1.0,1,a,0,b,a,780.0,11,2016,75,1,24,2012,500,0
561,4,2023,8,21,22,839,1.0,0,0,1,a,c,723.0,6,2013,122,0,51,2019,178,1
919,1,2024,1,4,21,3130,1.0,1,0,1,a,a,1188.0,2,2006,215,1,1,2012,500,0
582,4,2024,2,4,6,807,1.0,1,0,0,a,a,810.0,9,2000,281,1,20,2017,348,1
1067,4,2023,9,40,24,370,1.0,0,0,1,c,c,693.0,7,2001,266,1,18,2018,282,1
866,4,2024,10,34,5,1153,1.0,0,a,1,c,b,506.0,12,2010,166,0,34,2013,500,0
769,7,2024,8,13,22,981,1.0,1,0,0,a,a,486.0,9,2019,59,0,9,2012,500,0
439,2,2024,9,45,15,2410,1.0,0,0,1,b,a,384.0,7,2002,266,0,25,2010,500,1
467,3,2023,4,32,9,1284,1.0,1,0,1,c,c,992.0,10,2021,18,1,46,2021,90,0
468,4,2024,6,6,17,3901,1.0,0,0,0,c,c,480.0,8,2020,46,1,44,2014,482,1
755,6,2024,3,26,24,3352,1.0,1,0,0,a,a,512.0,12,2022,15,0,36,2020,198,1
424,4,2023,12,18,12,1813,1.0,0,0,1,c,c,163.0,1,2011,155,1,46,2018,232,1
450,6,2023,9,33,7,1026,1.0,1,a,1,a,a,627.0,4,2000,281,0,36,2015,413,0
687,2,2023,1,32,15,3055,1.0,1,0,0,a,c,309.0,10,2021,15,0,2,2017,342,1
1112,6,2024,1,33,13,624,1.0,0,a,0,c,a,340.0,5,2005,224,1,51,2010,500,1
998,1,2024,5,25,18,3520,1.0,0,0,1,a,a,1040.0,2,2022,27,1,5,2020,228,1
46,4,2023,1,49,25,3916,1.0,1,0,1,c,c,817.0,3,2006,202,0,39,2022,62,0
261,7,2023,1,1,19,3640,1.0,0,0,1,d,c,650.0,1,2012,132,1,11,2017,302,1
253,1,2024,6,43,16,3570,1.0,1,0,1,a,a,1094.0,6,2010,168,1,38,2021,161,0
254,2,2023,9,38,3,2984,1.0,1,0,0,c,a,729.0,6,2017,75,1,7,2015,447,0
531,1,2024,10,5,18,2856,1.0,0,b,1,b,a,437.0,4,2021,42,1,7,2019,258,1
619,4,2024,1,37,9,232,1.0,0,0,0,a,a,1046.0,10,2015,99,0,16,2022,125,1
886,7,2024,11,4,6,1865,1.0,0,0,0,a,a,1025.0,1,2012,154,1,11,2022,97,1
389,4,2023,7,47,6,3010,1.0,1,0,1,a,a,561.0,11,2010,152,1,51,2021,100,1
473,7,2024,8,36,6,895,1.0,0,0,1,c,c,643.0,8,2009,180,0,12,2016,440,0
111,2,2024,12,12,28,1513,1.0,0,0,0,a,c,665.0,7,2005,233,1,41,2016,387,0
89,1,2024,12,18,23,3164,1.0,1,0,0,a,c,1304.0,10,2017,86,1,49,2010,500,0
1045,4,2024,10,51,14,2538,1.0,1,0,1,c,a,659.0,8,2002,266,0,7,2020,252,0
920,4,2024,4,8,13,3590,1.0,1,0,1,b,a,698.0,5,2002,263,0,19,2013,500,1
323,1,2024,11,31,2,2871,1.0,0,0,0,a,c,589.0,5,2001,282,0,50,2018,293,1
407,2,2024,12,17,4,3516,1.0,1,0,0,a,a,574.0,9,2009,183,0,50,2015,435,1
544,1,2023,5,8,20,527,1.0,1,a,1,b,a,959.0,9,2009,164,1,40,2019,176,0
924,3,2024,7,4,22,350,1.0,0,0,1,a,a,1224.0,6,2021,37,1,20,2016,400,1
694,3,2024,3,51,16,3378,1.0,0,0,1,a,a,565.0,9,2013,126,0,9,2015,500,0
645,4,2024,5,15,18,3913,1.0,1,0,1,c,b,79.0,11,2000,282,0,36,2014,499,1
844,6,2023,3,32,6,654,1.0,0,0,0,b,b,845.0,5,2022,10,1,48,2020,140,0
199,2,2024,9,3,16,968,1.0,0,0,0,a,c,50.0,4,2007,209,0,4,2014,500,0
215,1,2023,4,41,3,267,1.0,0,0,0,b,a,732.0,6,2015,94,0,30,2017,323,0
766,2,2024,11,43,8,1616,1.0,1,a,1,b,b,809.0,7,2008,196,1,31,2016,428,1
1081,6,2023,3,49,28,1920,1.0,1,0,0,a,c,376.0,10,2016,77,0,52,2023,0,0
322,1,2024,9,42,28,3803,1.0,0,c,1,a,c,869.0,3,2002,270,0,12,2020,238,1
649,2,2024,3,23,27,608,1.0,1,0,1,b,c,764.0,10,2018,65,1,49,2012,500,1
954,1,2023,9,10,14,1019,1.0,0,0,0,a,a,268.0,9,2000,276,0,45,2010,500,0
68,7,2024,7,52,5,2921,1.0,0,0,0,c,b,542.0,4,2014,123,0,18,2010,500,1
815,1,2024,10,38,9,2294,1.0,1,0,0,a,a,796.0,9,2008,193,0,8,2010,500,1
447,4,2023,7,39,1,2896,1.0,0,0,0,d,c,1085.0,4,2012,135,1,48,2023,0,0
862,1,2024,12,10,2,1307,1.0,0,0,0,a,a,630.0,3,2017,93,0,37,2019,233,1
20,5,2024,5,52,19,837,1.0,0,0,1,a,a,699.0,1,2001,280,0,30,2020,230,0
629,1,2024,12,47,10,2013,1.0,0,0,0,a,a,499.0,5,2012,151,1,52,2015,463,0
252,4,2024,8,25,23,2855,1.0,1,0,0,c,c,869.0,5,2000,291,0,14,2022,115,0
306,6,2024,10,40,7,2541,1.0,1,0,0,c,a,770.0,11,2018,71,0,21,2015,487,1
474,3,2024,1,42,13,2623,1.0,0,0,1,a,a,959.0,10,2005,219,1,52,2012,500,1
1039,1,2023,1,43,2,1125,1.0,0,b,0,b,a,612.0,3,2016,82,1,36,2018,267,1
764,6,2024,2,42,13,2994,1.0,0,0,0,a,a,541.0,4,2010,166,0,3,2018,351,1
581,7,2024,2,48,28,2326,1.0,0,a,1,a,b,695.0,7,2000,283,1,32,2020,224,1
1112,7,2023,8,42,16,2689,1.0,1,0,0,a,a,753.0,12,2009,164,1,45,2022,49,0
786,2,2024,7,1,8,3465,1.0,0,0,1,d,a,897.0,11,2008,188,0,45,2017,320,0
178,4,2023,5,14,13,3856,1.0,1,0,0,a,c,972.0,6,2022,11,1,3,2019,219,0
1,7,2023,2,45,4,2967,1.0,0,0,0,d,c,928.0,5,2015,93,0,43,2022,54,0
542,6,2023,12,18,5,2298,1.0,1,0,1,a,c,686.0,4,2009,176,1,31,2023,0,0
659,1,2024,5,52,5,1798,1.0,0,0,0,d,a,1116.0,7,2016,94,0,19,2022,137,1
779,5,2024,1,31,2,2639,1.0,1,0,1,a,c,878.0,8,2008,185,0,30,2022,105,1
586,7,2024,8,28,9,2494,1.0,0,0,0,a,a,1273.0,1,2019,67,1,20,2023,60,0
455,6,2024,11,41,19,2493,1.0,1,0,0,b,a,993.0,7,2018,76,0,1,2023,92,1
573,7,2023,7,6,27,2959,1.0,1,0,0,b,c,227.0,3,2020,40,0,48,2015,374,0
691,1,2024,4,42,18,306,1.0,1,0,1,a,b,367.0,10,2010,162,1,2,2020,248,1
567,3,2024,4,25,20,971,1.0,0,0,0,c,b,1273.0,9,2019,55,1,41,2018,296,0
214,6,2023,8,29,20,2354,1.0,0,0,0,a,a,993.0,7,2015,97,1,26,2010,500,1
44,1,2024,9,30,15,1768,1.0,0,0,0,a,a,833.0,10,2020,47,0,12,2019,278,0
240,7,2023,5,29,15,1898,1.0,1,0,0,c,b,1439.0,4,2012,133,1,19,2013,500,0
205,2,2023,7,34,13,3993,1.0,1,0,0,d,a,159.0,2,2011,149,1,44,2010,500,0
753,3,2023,8,9,20,1052,1.0,1,0,1,d,c,539.0,10,2013,118,1,49,2018,220,0
740,4,2024,8,45,4,1899,1.0,1,0,1,a,a,890.0,5,2006,219,0,24,2015,489,0
707,5,2024,1,46,21,2249,1.0,1,0,0,a,c,733.0,7,2013,126,0,38,2015,476,1
540,6,2024,8,6,26,2733,1.0,0,0,1,d,a,1102.0,7,2013,133,1,49,2015,425,0
284,3,2023,2,37,24,3834,1.0,0,0,1,d,a,1422.0,3,2002,251,1,12,2019,233,0
730,3,2024,12,3,14,3908,1.0,0,0,0,c,a,1063.0,2,2001,286,1,37,2010,500,1
567,5,2023,7,24,4,3801,1.0,0,0,0,a,a,223.0,9,2006,202,1,15,2022,61,0
779,7,2024,7,24,14,1456,1.0,1,0,1,a,a,1322.0,5,2007,206,0,15,2022,113,0
644,4,2023,9,45,5,3097,1.0,1,0,0,a,a,805.0,9,2016,84,0,43,2010,500,1
848,5,2023,1,24,8,2114,1.0,0,0,1,a,a,619.0,11,2020,26,0,17,2018,267,1
831,2,2023,6,50,14,715,1.0,0,0,1,c,c,273.0,1,2002,257,0,52,2011,500,1
60,4,2023,11,48,20,1222,1.0,0,0,1,b,c,830.0,3,2008,188,0,8,2010,500,1
27,5,2023,12,14,8,1924,1.0,0,0,0,a,b,330.0,7,2003,245,1,24,2013,500,1
615,1,2024,1,9,3,3529,1.0,0,0,1,a,a,583.0,4,2015,105,1,29,2020,188,0
619,2,2024,7,14,1,2358,1.0,0,0,1,c,a,387.0,2,2007,209,1,13,2011,500,1
49,2,2023,4,9,6,344,1.0,1,0,0,a,c,709.0,6,2002,250,0,24,2019,193,0
130,6,2023,3,40,27,682,1.0,1,0,0,c,c,705.0,10,2002,245,0,35,2013,500,1
769,6,2024,5,7,19,2528,1.0,0,0,0,a,a,461.0,11,2007,198,1,18,2018,301,1
291,7,2023,8,34,24,1296,1.0,0,0,0,b,a,739.0,7,2019,49,0,6,2012,500,1
70,3,2023,2,24,5,945,1.0,0,0,0,c,a,972.0,3,2018,59,0,17,2023,7,1
63,3,2023,2,16,9,3028,1.0,0,0,1,a,c,774.0,11,2003,231,0,35,2019,189,0
121,3,2023,7,49,2,2689,1.0,1,a,0,a,a,1545.0,4,2006,207,0,4,2010,500,0
800,7,2023,10,19,14,3371,1.0,0,0,0,a,c,668.0,1,2002,261,1,1,2013,500,0
706,7,2023,9,3,18,1691,1.0,1,0,0,a,a,770.0,2,2004,235,1,30,2014,441,1
69,4,2024,3,16,18,394,1.0,0,0,1,c,a,1159.0,3,2013,132,0,50,2018,278,0
273,1,2024,12,8,22,2671,1.0,1,0,0,a,a,540.0,9,2007,207,1,11,2013,500,1
240,3,2023,11,27,6,2866,1.0,0,0,0,c,a,1009.0,11,2015,96,1,2,2020,181,1
396,1,2024,2,49,8,1641,1.0,0,0,1,a,b,497.0,11,2009,171,1,18,2016,447,1
61,6,2024,4,1,14,3805,1.0,0,0,0,a,a,610.0,2,2016,98,1,24,2014,497,0
906,3,2023,10,12,25,2593,1.0,0,0,0,c,a,899.0,5,2014,113,1,14,2022,50,1
1013,4,2023,8,29,1,3810,1.0,0,0,0,a,c,579.0,5,2006,207,0,31,2023,0,0
