Store,DayOfWeek,year,month,week,day,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,competition_open,Promo2,Promo2SinceWeek,Promo2SinceYear,promo_2_open,IsPromo2Month
31,7,2024,7,37,7,2660,1.0,1,0,1,c,c,675.0,9,2016,94,0,13,2013,500,1
441,6,2024,12,28,19,1474,1.0,0,a,1,c,c,281.0,7,2003,257,0,36,2010,500,1
75,3,2024,9,2,1,2889,1.0,0,0,1,a,a,696.0,10,2003,251,0,52,2015,418,1
643,7,2024,11,18,27,1716,1.0,1,0,1,b,a,628.0,9,2020,50,0,36,2018,294,0
18,6,2024,10,10,28,491,1.0,1,0,1,c,a,327.0,4,2015,114,1,32,2015,446,1
115,7,2023,8,30,27,3377,1.0,0,0,0,a,a,995.0,6,2019,50,1,52,2023,0,0
601,2,2023,12,41,27,3549,1.0,0,0,1,c,c,821.0,1,2003,251,0,37,2019,212,1
678,1,2024,8,23,24,2378,1.0,1,0,1,a,c,970.0,1,2012,151,1,47,2018,288,0
216,7,2023,10,30,24,540,1.0,1,0,1,d,a,1040.0,7,2001,267,1,18,2010,500,0
828,5,2024,6,34,12,2060,1.0,1,0,0,a,c,1025.0,10,2010,164,1,43,2023,43,0
449,5,2024,2,1,5,2150,1.0,1,0,0,b,a,801.0,10,2008,184,1,45,2019,216,0
209,5,2023,8,39,1,3140,1.0,1,0,0,c,a,1312.0,10,2007,190,1,43,2023,0,0
514,5,2023,3,38,1,3324,1.0,0,0,1,a,a,673.0,5,2005,214,1,20,2016,382,0
1030,1,2023,7,51,20,3807,1.0,1,0,0,c,c,628.0,7,2002,252,0,39,2019,220,0
594,3,2023,9,22,6,1939,1.0,0,0,1,a,a,750.0,10,2003,239,1,44,2017,290,1
953,4,2024,11,51,5,3031,1.0,0,0,1,a,a,981.0,1,2012,154,1,31,2022,124,0
996,1,2024,3,14,25,3998,1.0,0,0,0,c,a,1025.0,8,2005,223,1,12,2019,262,0
253,7,2023,11,22,5,1427,1.0,0,0,0,a,a,718.0,5,2006,210,1,10,2015,428,1
49,2,2024,3,40,5,2882,1.0,1,0,1,d,c,724.0,4,2017,83,1,44,2018,308,0
749,4,2024,10,26,14,3781,1.0,1,0,1,a,a,1211.0,7,2009,183,0,10,2011,500,1
552,1,2023,11,19,7,1487,1.0,0,0,1,c,a,428.0,5,2019,54,1,50,2019,177,0
402,1,2023,8,31,3,738,1.0,0,0,0,c,a,1644.0,8,2014,108,1,31,2016,364,1
148,4,2023,6,24,20,489,1.0,0,a,0,d,c,730.0,9,2021,21,0,11,2014,481,0
165,6,2024,8,5,15,1185,1.0,0,0,0,a,a,759.0,7,2016,97,0,11,2021,150,1
1034,3,2024,5,45,14,3335,1.0,1,0,0,a,a,931.0,7,2021,34,0,2,2021,199,1
160,4,2024,2,40,7,2171,1.0,0,0,1,a,a,980.0,5,2016,93,1,31,2010,500,1
1023,7,2024,6,8,19,3507,1.0,0,0,1,a,c,624.0,1,2014,125,1,43,2018,277,1
296,3,2024,1,12,16,2720,1.0,1,0,1,d,b,922.0,5,2008,188,0,39,2010,500,0
157,6,2023,4,30,16,2596,1.0,0,0,0,d,a,540.0,7,2015,93,0,31,2016,363,0
580,7,2023,12,24,27,384,1.0,0,a,0,a,b,640.0,5,2009,175,0,31,2023,0,1
131,4,2024,2,6,17,1456,1.0,1,0,0,a,c,339.0,1,2007,205,0,13,2017,357,1
304,5,2023,1,19,26,2034,1.0,1,0,1,a,b,862.0,7,2000,270,0,43,2011,500,0
123,6,2024,12,51,25,2350,1.0,0,0,1,a,a,767.0,7,2020,53,1,28,2013,500,1
23,5,2023,9,15,3,2980,1.0,0,0,0,a,a,216.0,11,2006,202,1,44,2010,500,0
110,5,2023,4,17,7,210,1.0,0,0,0,d,b,616.0,12,2008,172,0,52,2021,69,1
1080,7,2024,2,43,20,2727,1.0,0,0,1,a,a,811.0,7,2018,67,0,46,2022,101,1
177,7,2024,7,48,4,1786,1.0,0,0,0,b,a,1078.0,2,2016,101,1,49,2013,500,1
247,3,2024,12,10,21,3712,1.0,1,0,0,c,c,435.0,10,2015,110,0,40,2013,500,1
174,6,2023,1,20,12,3948,1.0,1,0,0,a,c,730.0,6,2018,55,1,16,2018,264,1
84,2,2023,12,44,9,629,1.0,0,0,1,c,a,490.0,8,2022,16,0,15,2021,133,1
183,6,2024,2,45,15,1009,1.0,1,0,1,c,b,1038.0,10,2022,16,0,36,2023,61,1
115,1,2024,12,21,9,3316,1.0,0,0,0,d,c,620.0,8,2010,172,1,13,2023,60,0
166,2,2023,2,40,14,2795,1.0,1,0,0,d,b,976.0,6,2000,272,0,27,2017,325,0
510,6,2023,4,16,22,378,1.0,0,0,0,b,a,712.0,11,2002,245,0,37,2019,187,0
422,6,2024,1,13,16,598,1.0,1,0,1,c,a,309.0,5,2005,224,1,15,2010,500,1
201,4,2024,6,50,28,1119,1.0,0,0,0,d,a,799.0,8,2012,142,1,6,2010,500,1
284,6,2023,8,34,14,2973,1.0,0,0,1,c,c,465.0,7,2010,157,0,8,2023,26,0
520,4,2024,2,41,23,1158,1.0,1,0,0,b,a,1156.0,10,2014,112,1,37,2013,500,0
466,1,2023,1,13,15,1871,1.0,0,0,0,a,c,1365.0,11,2018,50,0,7,2017,318,1
135,6,2023,2,2,24,3452,1.0,0,0,0,a,b,1011.0,3,2016,83,0,41,2013,481,0
997,1,2023,6,1,27,1494,1.0,0,0,1,c,a,628.0,11,2016,79,0,2,2012,500,1
435,6,2023,7,37,25,2261,1.0,1,0,0,a,a,827.0,8,2019,47,0,40,2021,101,1
393,7,2024,8,16,2,2121,1.0,0,0,1,c,c,907.0,4,2001,280,0,34,2016,398,0
640,1,2023,12,27,5,2306,1.0,0,0,0,b,a,1145.0,8,2008,184,1,14,2011,500,0
320,7,2023,5,37,27,3310,1.0,1,c,1,c,a,763.0,12,2019,41,1,15,2015,438,1
694,5,2023,8,40,23,3693,1.0,0,0,0,a,a,942.0,8,2002,252,0,28,2016,376,1
1020,5,2023,2,10,17,3385,1.0,0,0,0,a,a,316.0,2,2009,168,0,31,2015,395,0
942,3,2023,5,30,19,2353,1.0,1,c,1,d,a,893.0,6,2018,59,0,44,2020,142,1
359,2,2023,3,33,2,1540,1.0,1,c,0,b,a,562.0,3,2019,48,1,40,2016,357,1
106,1,2023,3,30,15,3601,1.0,1,0,0,c,a,833.0,4,2018,59,0,28,2018,262,0
137,3,2024,2,40,2,2604,1.0,0,0,0,d,c,509.0,9,2020,41,1,1,2021,195,1
235,6,2023,1,19,18,2913,1.0,0,0,0,a,a,943.0,2,2001,263,1,48,2022,23,1
691,1,2023,4,17,17,1427,1.0,0,0,0,a,a,1011.0,11,2021,17,0,24,2013,500,0
550,2,2024,1,17,18,3812,1.0,0,0,0,a,a,750.0,11,2011,146,1,45,2018,284,0
315,6,2023,5,6,20,1916,1.0,0,0,0,b,c,560.0,3,2018,62,0,15,2019,199,1
219,4,2023,1,3,28,1197,1.0,1,0,1,c,c,992.0,4,2006,201,0,20,2019,191,0
580,1,2023,5,32,15,2693,1.0,0,0,1,a,a,1287.0,4,2017,73,0,32,2020,156,1
1072,7,2023,10,52,23,1134,1.0,0,0,1,b,a,1396.0,1,2003,249,0,38,2011,500,1
857,3,2023,3,7,13,1171,1.0,1,0,0,c,a,939.0,1,2011,146,1,8,2023,0,1
286,2,2023,1,14,21,1508,1.0,1,0,1,a,a,903.0,9,2000,268,0,42,2020,128,1
631,4,2023,3,1,8,1434,1.0,0,c,0,a,a,425.0,6,2012,129,0,30,2014,439,1
567,1,2023,6,13,13,616,1.0,1,0,1,c,a,1214.0,3,2022,15,0,43,2015,386,1
902,5,2023,8,7,17,830,1.0,0,0,1,a,c,123.0,7,2011,145,1,31,2012,500,0
385,5,2024,8,52,28,3416,1.0,1,0,1,c,c,1177.0,3,2000,293,0,29,2018,335,0
385,7,2024,1,14,26,2485,1.0,0,0,1,b,a,828.0,8,2011,149,1,34,2023,32,0
500,3,2024,12,49,8,1008,1.0,1,0,0,c,a,90.0,3,2004,249,0,27,2015,490,0
189,3,2023,6,36,12,3413,1.0,0,0,1,c,a,921.0,3,2004,231,1,6,2023,30,0
970,5,2024,4,17,3,268,1.0,1,0,1,c,b,773.0,11,2013,125,0,18,2020,207,1
441,2,2024,12,18,20,3688,1.0,1,0,0,c,a,685.0,4,2007,212,1,51,2020,175,0
960,3,2023,3,5,2,3055,1.0,0,0,0,a,c,739.0,4,2008,179,0,14,2010,500,1
460,1,2024,10,48,1,3782,1.0,0,0,1,a,a,814.0,10,2004,240,0,23,2015,493,0
754,5,2024,12,42,21,2000,1.0,0,0,1,c,a,813.0,5,2014,127,0,12,2016,446,0
799,5,2023,4,39,13,3162,1.0,1,0,0,c,a,377.0,2,2016,86,0,24,2023,15,0
883,1,2023,6,2,6,1328,1.0,1,0,1,a,b,941.0,10,2020,32,0,41,2021,65,0
766,1,2023,7,52,22,1997,1.0,0,0,1,c,a,706.0,1,2009,174,0,38,2018,274,1
769,3,2024,10,13,22,3817,1.0,0,0,1,c,a,1296.0,6,2000,292,1,6,2021,163,1
345,5,2024,12,35,24,3287,1.0,0,0,1,a,c,1078.0,5,2005,235,1,49,2013,500,1
70,6,2024,7,30,23,2100,1.0,1,0,1,c,c,1112.0,8,2022,23,0,34,2012,500,1
1037,4,2023,9,2,16,1171,1.0,0,0,0,d,b,1378.0,7,2018,62,0,36,2021,70,1
942,6,2023,11,21,27,2055,1.0,0,0,0,a,a,1041.0,7,2012,136,1,41,2021,84,1
308,3,2024,8,8,16,2141,1.0,1,0,0,a,c,776.0,11,2020,45,1,35,2016,389,0
24,5,2024,10,9,20,2680,1.0,1,0,0,a,a,52.0,8,2005,230,0,46,2014,483,0
1112,2,2024,7,15,4,3690,1.0,1,0,0,d,a,892.0,1,2000,294,1,37,2010,500,0
92,5,2024,7,1,16,533,1.0,0,0,0,a,a,1339.0,1,2015,114,0,52,2011,500,1
37,7,2024,11,37,9,2396,1.0,0,0,1,a,a,1088.0,5,2020,54,1,36,2020,209,0
1103,3,2024,5,39,23,1576,1.0,1,0,0,a,a,668.0,1,2003,256,0,44,2018,307,1
752,6,2024,3,34,19,2522,1.0,0,0,1,b,a,838.0,11,2000,280,0,29,2021,161,0
