Store,DayOfWeek,year,month,week,day,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,competition_open,Promo2,Promo2SinceWeek,Promo2SinceYear,promo_2_open,IsPromo2Month
899,3,2024,4,31,7,2666,1.0,1,0,0,a,a,260.0,1,2007,207,1,16,2013,500,1
1050,1,2024,5,14,14,3554,1.0,1,0,1,a,b,639.0,1,2015,112,0,35,2013,500,1
181,4,2023,2,26,27,618,1.0,1,a,0,d,c,665.0,4,2021,22,1,4,2021,126,1
314,6,2024,11,49,6,3357,1.0,0,0,0,b,c,896.0,7,2010,172,0,5,2023,96,0
393,6,2024,10,44,10,3069,1.0,1,0,0,a,a,986.0,4,2022,30,0,9,2010,500,1
906,2,2023,2,34,26,2962,1.0,1,0,0,c,a,820.0,12,2000,266,0,46,2011,500,0
455,4,2023,12,17,19,1236,1.0,1,0,1,a,a,426.0,3,2020,45,1,32,2018,245,1
49,7,2023,1,11,7,3537,1.0,1,0,0,d,a,942.0,5,2003,236,1,19,2022,44,0
654,3,2024,10,15,9,2515,1.0,0,0,1,a,c,858.0,5,2016,101,0,33,2014,500,1
164,4,2024,2,16,24,899,1.0,0,0,0,a,a,379.0,4,2002,262,0,14,2021,158,0
720,5,2024,9,51,8,3553,1.0,1,0,1,a,c,731.0,11,2022,22,1,39,2010,500,1
956,4,2024,11,28,20,1271,1.0,1,0,1,b,a,932.0,4,2004,247,0,21,2020,215,1
76,6,2023,12,21,14,2091,1.0,1,0,1,a,b,1316.0,1,2008,191,0,33,2023,0,0
1109,3,2024,2,46,7,797,1.0,1,0,1,a,c,493.0,7,2014,115,1,13,2016,449,0
740,4,2024,2,20,11,1681,1.0,1,0,0,c,a,1057.0,8,2001,270,0,2,2018,330,0
58,4,2024,1,42,20,2657,1.0,1,0,0,a,b,497.0,6,2013,127,0,52,2013,500,0
246,6,2023,10,34,23,3614,1.0,0,0,0,c,a,439.0,6,2006,208,0,34,2020,156,1
187,3,2023,3,16,1,1865,1.0,1,0,1,a,a,457.0,11,2009,160,0,34,2021,86,1
986,2,2023,5,50,26,2548,1.0,0,0,1,c,a,1002.0,5,2007,192,1,32,2021,122,0
807,3,2023,5,36,7,590,1.0,1,0,0,c,a,859.0,8,2019,45,1,47,2021,93,0
416,2,2023,5,52,19,1107,1.0,0,0,0,c,b,726.0,11,2010,150,1,1,2011,500,1
591,2,2023,6,1,8,2387,1.0,0,0,1,a,a,957.0,5,2017,73,0,50,2017,263,1
389,6,2024,5,15,8,358,1.0,1,0,0,c,a,832.0,7,2000,286,0,24,2017,355,1
453,3,2024,3,18,25,1488,1.0,1,b,1,c,c,853.0,5,2015,106,0,31,2010,500,1
712,2,2023,5,36,20,427,1.0,1,0,0,d,c,729.0,8,2008,177,0,49,2021,91,1
217,6,2023,10,44,26,2063,1.0,1,0,1,a,c,512.0,7,2013,123,1,42,2012,500,1
848,6,2024,2,7,1,1198,1.0,1,0,0,c,a,1327.0,11,2019,51,0,19,2015,456,0
1055,2,2024,12,8,8,1193,1.0,0,0,0,b,a,1240.0,4,2016,104,1,48,2010,500,0
1087,3,2024,5,36,2,1954,1.0,1,0,0,d,a,1297.0,2,2008,195,1,5,2021,187,0
193,6,2024,4,19,14,812,1.0,0,0,1,a,c,658.0,6,2005,226,1,8,2012,500,0
460,2,2023,6,37,13,3085,1.0,1,0,1,a,a,615.0,8,2020,34,0,12,2017,337,1
296,7,2023,12,1,28,1913,1.0,1,0,1,c,c,696.0,4,2005,224,0,14,2017,299,1
708,5,2024,10,28,7,3630,1.0,1,a,1,a,c,1142.0,12,2000,286,0,36,2011,500,1
362,5,2024,10,2,19,1059,1.0,1,0,0,c,a,820.0,7,2006,219,1,21,2021,137,0
441,4,2024,3,50,28,436,1.0,1,0,0,a,a,657.0,10,2000,281,1,45,2010,500,1
155,1,2024,11,8,2,1739,1.0,1,0,0,d,a,929.0,7,2017,88,1,33,2019,235,1
625,6,2023,9,10,13,599,1.0,1,0,0,a,a,599.0,5,2020,40,1,32,2012,500,1
598,4,2023,1,6,11,1652,1.0,1,0,1,a,c,413.0,11,2009,158,0,40,2018,226,0
616,2,2023,6,12,1,3131,1.0,1,0,0,c,a,859.0,2,2014,112,0,22,2013,500,1
381,6,2024,11,26,12,3773,1.0,1,0,0,a,c,665.0,4,2022,31,0,18,2020,216,1
843,3,2024,7,33,8,1940,1.0,1,0,0,a,a,816.0,10,2021,33,0,6,2017,391,1
678,3,2023,8,47,9,910,1.0,1,0,1,c,c,50.0,11,2000,273,1,44,2018,263,0
197,5,2023,5,46,6,1672,1.0,1,0,1,a,a,552.0,4,2001,265,1,13,2023,33,1
411,2,2024,1,5,15,1288,1.0,1,0,0,a,a,806.0,7,2008,186,0,35,2016,386,0
737,1,2023,11,23,12,658,1.0,1,0,1,b,b,365.0,6,2006,209,0,42,2020,137,0
130,3,2024,10,46,21,3209,1.0,1,a,0,a,a,375.0,9,2003,253,1,20,2021,182,0
393,5,2023,4,9,10,2978,1.0,1,0,1,d,c,832.0,6,2003,238,0,9,2014,468,0
973,3,2024,3,35,20,1324,1.0,1,0,1,c,c,1030.0,8,2018,67,0,36,2014,500,1
493,5,2024,7,23,15,2045,1.0,0,0,1,c,a,552.0,9,2004,238,0,17,2019,266,0
569,1,2023,10,9,10,2024,1.0,1,0,0,c,a,741.0,10,2011,144,0,45,2022,16,0
760,2,2024,2,4,24,1836,1.0,1,0,1,c,a,748.0,2,2001,276,0,24,2010,500,0
359,2,2024,8,16,21,3095,1.0,1,0,0,a,a,351.0,8,2014,120,1,18,2011,500,0
922,1,2023,11,1,15,2853,1.0,0,0,0,c,a,1175.0,3,2017,80,1,38,2012,500,1
19,5,2023,6,11,15,216,1.0,1,0,0,d,a,765.0,1,2013,125,1,21,2018,250,1
528,2,2024,1,29,22,1051,1.0,0,0,0,c,c,768.0,9,2006,208,0,42,2015,455,1
667,4,2024,1,42,22,3834,1.0,0,0,1,d,c,932.0,5,2001,272,0,36,2017,370,1
267,7,2024,2,27,20,1771,1.0,1,0,1,c,a,352.0,9,2009,173,1,46,2014,500,1
873,2,2023,11,38,4,1958,1.0,1,0,0,a,c,1096.0,12,2018,59,1,23,2015,431,1
89,2,2024,6,4,7,3092,1.0,1,0,0,a,a,1135.0,2,2002,268,0,5,2020,207,0
725,7,2024,2,16,12,3085,1.0,0,b,1,a,a,862.0,6,2018,68,1,10,2016,422,0
707,3,2023,11,35,17,2349,1.0,0,0,1,c,a,959.0,2,2021,33,0,1,2015,450,1
879,3,2023,10,3,12,3699,1.0,0,0,1,d,a,722.0,10,2013,120,0,45,2010,500,0
231,6,2023,2,31,24,2441,1.0,0,0,0,b,a,1079.0,12,2019,38,1,13,2015,434,0
173,1,2024,9,9,10,3531,1.0,1,0,0,a,c,573.0,11,2006,214,1,11,2020,206,0
648,3,2023,4,22,16,1927,1.0,1,0,1,a,a,810.0,12,2014,100,1,32,2011,500,0
1084,2,2024,1,33,20,1037,1.0,1,0,0,a,c,828.0,4,2016,93,1,13,2014,500,1
876,7,2023,1,52,11,621,1.0,1,0,0,a,a,808.0,4,2016,81,0,51,2013,500,1
236,3,2024,7,5,16,2309,1.0,1,0,0,d,a,1141.0,11,2016,92,0,46,2016,375,0
455,4,2023,11,29,21,3587,1.0,1,0,0,a,a,1476.0,8,2004,231,1,24,2021,109,1
298,4,2024,12,28,11,1760,1.0,1,0,0,c,a,787.0,5,2020,55,1,34,2021,150,0
870,4,2024,9,4,28,2961,1.0,1,0,0,c,a,961.0,3,2015,114,1,21,2015,451,1
572,1,2024,12,32,16,2222,1.0,1,0,1,c,a,579.0,1,2002,275,1,23,2018,321,0
488,2,2024,3,4,23,3263,1.0,1,0,1,a,c,1130.0,1,2014,122,1,25,2021,135,0
6,6,2023,2,36,20,3162,1.0,1,0,1,a,a,665.0,9,2020,29,0,20,2021,120,1
707,4,2023,2,11,23,2850,1.0,1,0,1,a,b,1764.0,4,2000,274,1,23,2018,248,1
494,7,2023,3,7,19,1547,1.0,1,0,1,a,a,319.0,10,2020,29,0,10,2011,500,0
45,4,2024,10,4,16,1765,1.0,1,0,0,a,a,1464.0,11,2007,203,1,34,2015,438,1
219,3,2024,2,24,22,2013,1.0,1,0,1,a,a,1117.0,6,2006,212,1,4,2013,500,1
810,3,2023,6,13,14,3323,1.0,1,0,1,c,a,483.0,4,2011,146,1,48,2019,173,1
836,6,2024,10,25,24,2510,1.0,1,b,0,a,a,1516.0,3,2016,103,1,48,2013,500,0
551,2,2023,12,47,15,851,1.0,1,0,1,b,a,541.0,4,2002,260,1,11,2010,500,1
845,5,2024,2,44,21,1228,1.0,1,0,1,a,c,726.0,8,2006,210,0,3,2022,145,1
824,7,2023,3,40,6,1383,1.0,1,0,1,a,a,431.0,10,2018,53,0,25,2011,500,1
687,6,2024,1,25,6,2505,1.0,0,0,0,a,a,776.0,9,2005,220,1,4,2020,229,1
233,3,2024,2,6,16,3108,1.0,1,0,1,a,a,804.0,12,2008,182,0,21,2023,37,1
471,2,2024,5,22,24,765,1.0,1,0,1,a,c,1069.0,8,2014,117,1,40,2021,138,0
911,5,2024,4,2,21,2947,1.0,0,0,1,b,a,1551.0,7,2005,225,0,17,2016,401,0
346,5,2023,12,7,10,2562,1.0,1,0,1,a,a,666.0,5,2001,271,0,47,2017,272,1
736,6,2024,6,16,24,985,1.0,1,0,0,a,c,50.0,5,2012,145,1,1,2020,223,0
923,1,2023,4,37,19,744,1.0,1,0,0,a,c,1015.0,5,2002,251,0,37,2013,500,1
595,4,2023,6,41,16,758,1.0,1,0,0,a,a,655.0,11,2008,175,0,27,2015,430,1
566,1,2023,9,33,28,3147,1.0,1,0,1,c,a,1366.0,7,2015,98,1,13,2015,436,0
210,7,2024,5,14,22,1094,1.0,1,0,0,c,a,810.0,3,2017,86,1,23,2013,500,0
554,7,2024,2,38,9,937,1.0,1,0,0,c,c,592.0,3,2021,35,1,15,2017,387,1
47,6,2023,6,52,2,1787,1.0,1,0,1,b,b,516.0,1,2020,41,0,33,2015,435,0
127,3,2024,8,35,8,2655,1.0,0,0,1,a,a,1007.0,11,2000,285,0,50,2010,500,1
605,6,2023,4,40,5,1881,1.0,1,0,0,a,a,737.0,3,2011,145,1,27,2011,500,0
244,4,2023,7,46,6,2408,1.0,0,0,0,b,a,1260.0,2,2000,281,0,37,2018,269,1
388,5,2023,4,38,15,1593,1.0,1,0,0,c,c,757.0,4,2018,60,1,32,2017,318,0
402,2,2023,11,46,28,1816,1.0,1,0,0,c,b,1244.0,6,2001,269,0,44,2021,106,1
528,4,2024,11,16,19,2422,1.0,1,0,1,c,a,406.0,12,2017,83,0,30,2011,500,0
780,7,2023,9,16,12,2652,1.0,1,0,1,c,a,298.0,11,2000,274,1,24,2014,460,1
498,2,2023,11,10,7,3002,1.0,1,0,0,c,c,1069.0,3,2002,260,0,7,2015,419,1
943,3,2023,2,10,22,3416,1.0,1,0,0,c,b,681.0,7,2021,19,0,41,2019,177,0
538,3,2024,8,29,16,1449,1.0,1,0,0,d,a,741.0,10,2004,238,0,47,2016,398,1
1108,2,2024,5,49,2,656,1.0,1,0,0,a,c,516.0,10,2010,163,1,52,2016,413,1
1115,3,2023,10,12,14,552,1.0,1,0,1,a,a,494.0,6,2011,148,1,38,2022,26,0
477,5,2024,1,38,6,2770,1.0,1,0,1,b,a,1011.0,3,2015,106,0,19,2010,500,0
854,1,2023,3,5,14,1837,1.0,1,a,1,a,a,814.0,10,2021,17,0,37,2022,20,0
506,2,2024,3,51,2,1758,1.0,1,0,1,a,c,502.0,6,2009,177,1,17,2013,500,1
976,6,2023,7,28,6,2987,1.0,1,0,0,c,a,1057.0,3,2013,124,0,47,2010,500,1
855,2,2023,12,26,23,2760,1.0,1,0,0,a,a,1172.0,9,2022,15,1,3,2017,335,0
378,3,2023,11,19,5,3674,1.0,1,0,1,a,a,787.0,11,2002,252,1,47,2012,500,0
359,5,2023,6,51,3,3525,1.0,0,0,0,a,a,1121.0,11,2011,139,1,39,2020,168,1
983,6,2023,1,22,7,3048,1.0,1,a,0,a,a,519.0,12,2006,193,0,47,2020,131,1
603,7,2024,11,7,26,2680,1.0,1,0,0,b,a,993.0,8,2021,39,0,13,2015,462,1
775,2,2023,7,30,27,3608,1.0,0,0,1,a,a,869.0,10,2014,105,1,27,2020,159,1
755,6,2023,1,31,19,807,1.0,1,0,0,a,c,583.0,3,2014,106,1,14,2012,500,0
185,6,2024,8,39,22,3830,1.0,1,c,0,b,a,1436.0,4,2004,244,1,37,2014,500,0
264,1,2024,11,26,26,1781,1.0,1,0,1,d,a,890.0,2,2021,45,0,33,2010,500,1
1004,7,2024,11,15,9,1143,1.0,1,b,0,a,a,643.0,1,2001,286,1,36,2018,291,1
312,3,2023,11,1,12,2287,1.0,1,0,1,a,c,826.0,11,2011,144,0,39,2020,118,1
969,3,2024,12,52,1,3597,1.0,0,0,0,a,a,559.0,6,2016,102,1,3,2020,257,0
398,6,2024,8,11,15,682,1.0,1,0,1,a,c,473.0,7,2020,49,1,22,2015,457,0
944,4,2024,8,19,26,859,1.0,1,0,1,c,b,685.0,2,2006,222,0,14,2021,161,0
645,2,2023,2,8,1,2645,1.0,1,0,0,a,a,705.0,3,2007,191,1,50,2019,166,0
111,3,2023,8,13,20,2741,1.0,1,0,1,a,c,579.0,1,2000,283,0,28,2018,245,0
302,6,2023,11,4,14,2910,1.0,0,0,1,d,c,1195.0,6,2015,101,1,9,2013,500,0
1063,2,2024,10,18,28,3612,1.0,0,0,0,a,b,590.0,7,2004,243,0,21,2021,153,0
233,4,2024,11,50,17,3097,1.0,0,0,0,a,b,540.0,2,2014,129,0,28,2020,230,0
254,6,2023,3,12,12,3285,1.0,1,0,0,d,a,464.0,9,2001,258,1,17,2022,47,0
167,7,2023,3,51,3,655,1.0,0,0,1,a,b,435.0,2,2011,145,1,33,2014,486,1
680,6,2024,11,33,16,1555,1.0,1,a,0,a,b,1128.0,11,2011,156,0,41,2017,356,0
903,3,2023,12,47,28,2879,1.0,1,0,1,a,c,897.0,12,2011,144,0,33,2010,500,0
1044,2,2024,7,33,1,3315,1.0,1,0,0,c,c,1027.0,8,2007,203,0,31,2018,314,1
988,7,2024,11,52,1,1591,1.0,1,0,1,c,a,1126.0,7,2003,256,1,35,2017,381,1
986,5,2023,9,29,25,2409,1.0,1,0,1,a,b,720.0,9,2017,72,1,15,2021,118,0
1009,3,2024,3,44,8,1002,1.0,1,0,0,b,a,1262.0,3,2020,48,0,33,2020,219,0
634,7,2024,7,2,18,3489,1.0,0,0,1,a,c,632.0,12,2006,211,1,3,2023,51,0
917,6,2023,5,49,18,2192,1.0,1,0,0,a,c,491.0,11,2010,150,1,42,2023,7,0
708,4,2023,10,1,14,562,1.0,1,0,0,d,c,932.0,9,2002,253,0,20,2012,500,0
154,2,2024,5,11,14,2376,1.0,1,0,1,a,b,863.0,12,2003,245,1,43,2023,20,1
28,1,2023,3,39,20,1206,1.0,1,0,1,a,c,863.0,4,2008,179,1,14,2010,500,0
109,4,2023,6,14,7,1935,1.0,1,0,0,a,a,1125.0,11,2016,79,0,51,2016,327,0
386,1,2023,6,3,6,1518,1.0,1,0,1,c,b,852.0,1,2015,101,1,28,2023,0,0
557,3,2024,11,45,28,3395,1.0,1,0,0,c,a,914.0,9,2016,98,1,49,2018,308,1
712,5,2023,1,27,1,3417,1.0,1,a,0,c,a,1228.0,4,2002,249,1,16,2023,11,0
582,1,2023,11,25,6,792,1.0,0,0,1,c,a,900.0,12,2001,263,1,28,2017,309,0
409,7,2023,3,17,21,1431,1.0,0,0,0,c,a,968.0,7,2006,200,1,38,2019,187,1
818,4,2023,3,38,16,1747,1.0,1,0,1,d,c,395.0,3,2007,192,1,37,2017,313,1
961,7,2024,6,17,10,3447,1.0,1,0,1,c,a,1936.0,4,2011,158,0,14,2022,107,1
249,2,2024,7,30,4,1214,1.0,1,0,0,b,a,343.0,11,2013,128,1,21,2011,500,1
292,4,2023,12,7,11,2864,1.0,1,0,0,d,c,658.0,10,2004,230,1,12,2015,411,1
1039,7,2024,7,16,2,385,1.0,1,a,0,a,a,649.0,5,2018,74,0,34,2019,242,1
1083,5,2024,2,2,16,3845,1.0,1,0,1,a,a,1452.0,4,2017,82,1,22,2016,396,1
346,6,2024,6,15,14,1488,1.0,1,0,1,c,a,640.0,1,2007,209,0,1,2023,66,1
569,5,2024,12,20,26,1221,1.0,1,0,0,d,a,953.0,2,2014,130,0,16,2018,316,0
645,6,2023,9,39,23,2928,1.0,0,0,0,a,c,651.0,1,2006,212,0,20,2011,500,0
708,3,2024,3,43,14,2523,1.0,1,0,1,b,b,508.0,4,2001,275,1,30,2018,325,0
964,4,2024,8,28,15,2188,1.0,1,0,1,c,b,991.0,3,2016,101,1,48,2014,500,1
118,1,2024,9,49,20,3736,1.0,0,b,1,a,a,604.0,1,2001,284,0,52,2016,413,1
584,2,2023,4,19,9,1791,1.0,1,0,1,a,a,882.0,10,2005,210,0,36,2011,500,1
242,1,2023,7,26,17,2250,1.0,1,0,0,a,b,1008.0,11,2006,200,1,48,2022,30,1
841,3,2023,5,33,1,2003,1.0,1,0,1,a,c,1392.0,11,2020,30,0,1,2015,448,1
666,6,2023,3,10,27,857,1.0,1,0,0,a,a,441.0,11,2013,112,0,45,2021,69,0
836,2,2023,11,22,27,1387,1.0,1,0,1,a,a,774.0,2,2018,69,1,28,2016,358,0
1010,4,2023,4,47,25,2491,1.0,1,0,1,c,a,787.0,2,2020,38,0,20,2023,27,1
881,4,2023,4,25,6,664,1.0,1,0,1,a,a,820.0,11,2020,29,1,20,2015,421,0
953,2,2023,2,49,23,2976,1.0,1,0,1,a,a,1591.0,1,2014,109,1,19,2011,500,0
905,6,2024,6,36,17,2443,1.0,1,0,1,b,c,768.0,10,2008,188,0,43,2016,409,0
698,6,2024,8,9,28,2668,1.0,1,0,1,a,a,64.0,2,2009,186,0,24,2010,500,1
438,2,2023,12,24,1,3298,1.0,1,0,0,d,c,760.0,1,2003,251,1,6,2021,122,0
375,1,2024,10,20,12,2037,1.0,1,0,1,a,a,784.0,10,2013,132,1,47,2022,77,0
406,1,2023,11,50,3,3198,1.0,1,0,1,c,a,748.0,9,2013,122,0,32,2012,500,0
678,3,2023,12,18,27,3045,1.0,0,0,0,a,b,604.0,2,2022,22,0,21,2010,500,0
896,1,2024,9,26,5,1086,1.0,1,0,0,d,a,424.0,1,2004,248,1,38,2020,196,0
410,1,2023,11,36,2,1230,1.0,1,0,1,a,c,1468.0,11,2017,72,0,19,2019,225,0
647,4,2024,4,51,4,1850,1.0,1,0,1,d,a,915.0,4,2006,216,0,31,2021,176,0
462,4,2023,9,29,28,562,1.0,1,0,1,a,c,762.0,12,2001,261,0,1,2017,340,1
678,1,2023,8,45,15,2298,1.0,1,0,0,c,a,1458.0,7,2009,169,0,15,2018,290,0
913,5,2023,6,7,4,3667,1.0,1,0,0,a,a,559.0,12,2022,6,1,18,2013,500,0
460,3,2023,8,47,12,3249,1.0,1,0,0,a,a,1001.0,11,2010,153,1,42,2014,473,0
443,2,2024,9,11,12,2969,1.0,0,0,0,a,a,445.0,8,2004,241,0,40,2018,283,0
225,1,2023,5,40,23,946,1.0,1,0,1,c,a,1045.0,2,2007,195,0,42,2023,0,1
556,6,2023,11,28,7,3243,1.0,1,0,0,a,a,480.0,11,2015,96,1,25,2014,471,1
510,1,2023,1,32,4,702,1.0,1,0,0,b,c,961.0,5,2006,200,0,19,2015,429,1
179,2,2024,4,5,21,1763,1.0,1,0,1,a,a,1406.0,4,2005,228,1,28,2018,289,1
1082,5,2024,5,28,13,3740,1.0,1,0,0,a,a,848.0,7,2005,226,0,14,2010,500,0
959,5,2024,10,5,4,3090,1.0,1,0,0,c,a,162.0,5,2001,281,1,28,2019,237,1
325,7,2024,7,29,12,753,1.0,1,0,1,a,c,831.0,9,2015,106,0,35,2011,500,0
1054,1,2024,12,22,12,2184,1.0,1,0,0,a,a,964.0,4,2007,212,1,51,2019,231,0
304,2,2023,12,11,7,3958,1.0,1,b,1,d,b,1090.0,11,2007,193,1,20,2022,43,0
468,5,2024,6,26,6,1897,1.0,1,0,0,a,a,1262.0,2,2007,208,1,6,2022,124,1
146,2,2023,9,12,3,2476,1.0,1,0,1,b,a,1277.0,6,2015,99,0,18,2012,500,1
683,3,2023,3,5,24,1654,1.0,1,0,1,a,a,781.0,12,2020,27,1,43,2018,222,1
537,3,2024,2,2,1,2096,1.0,1,0,1,c,c,622.0,11,2017,75,0,24,2016,394,1
299,6,2024,6,18,15,2170,1.0,0,0,0,b,a,484.0,10,2013,128,0,22,2016,412,1
322,6,2024,4,39,1,917,1.0,1,0,0,c,a,658.0,8,2016,92,1,24,2019,275,0
1043,6,2023,9,30,23,3781,1.0,0,0,0,c,b,963.0,7,2005,218,1,14,2023,16,0
767,4,2024,7,7,12,3469,1.0,1,0,1,a,a,415.0,3,2021,40,0,44,2018,275,0
171,4,2023,2,24,28,580,1.0,1,0,0,a,c,542.0,4,2014,106,1,35,2017,301,1
151,4,2024,6,31,2,854,1.0,1,0,0,a,a,989.0,7,2021,35,0,50,2019,241,0
79,1,2023,5,13,10,2650,1.0,1,b,1,b,c,626.0,4,2006,205,0,6,2017,319,0
276,4,2023,1,8,12,1724,1.0,1,0,0,a,c,931.0,4,2003,237,0,38,2014,438,0
824,2,2023,7,13,2,2781,1.0,1,0,0,a,a,576.0,9,2016,82,1,5,2021,112,0
69,7,2024,12,4,13,382,1.0,1,0,0,a,c,906.0,9,2007,207,1,5,2019,259,0
278,2,2023,11,13,13,3055,1.0,1,0,1,b,c,588.0,6,2004,233,1,44,2017,281,1
47,1,2023,11,28,13,285,1.0,0,0,1,a,c,249.0,4,2018,67,1,18,2010,500,1
725,7,2023,11,42,15,948,1.0,1,0,1,d,a,1107.0,3,2012,140,0,17,2013,500,0
908,2,2023,12,46,6,2972,1.0,0,0,0,d,b,611.0,4,2017,80,1,10,2013,500,0
590,4,2023,2,35,7,1520,1.0,0,0,0,a,a,745.0,4,2005,214,0,6,2019,237,1
1011,3,2024,6,19,14,989,1.0,1,0,0,d,c,613.0,12,2001,270,1,35,2011,500,0
768,2,2023,7,49,19,3555,1.0,1,0,1,c,a,983.0,4,2009,171,0,28,2015,437,0
852,4,2023,11,48,11,2483,1.0,1,0,1,a,c,920.0,11,2022,12,1,32,2016,380,1
350,6,2023,5,19,13,1294,1.0,1,0,1,b,c,983.0,7,2013,118,0,9,2020,166,0
965,1,2023,9,1,28,2948,1.0,0,a,1,a,c,655.0,6,2019,51,1,52,2012,500,1
704,5,2024,10,23,19,707,1.0,0,0,0,c,c,805.0,4,2019,66,1,1,2018,334,1
97,7,2023,7,25,2,2068,1.0,1,0,1,c,c,945.0,10,2020,33,1,24,2017,313,0
93,3,2024,3,36,11,918,1.0,1,0,1,b,c,1284.0,11,2010,160,0,28,2020,216,1
1002,5,2023,1,8,2,2694,1.0,1,0,0,b,a,912.0,12,2004,217,1,6,2012,500,1
307,7,2023,6,29,25,1234,1.0,1,0,0,c,a,519.0,10,2020,32,1,31,2018,258,1
520,7,2023,3,17,24,1116,1.0,1,0,0,a,c,900.0,2,2011,145,1,32,2015,401,0
848,5,2024,8,26,14,1172,1.0,1,0,0,a,a,771.0,11,2007,201,1,28,2013,500,1
858,7,2023,3,2,8,3307,1.0,1,0,1,b,c,220.0,8,2010,151,0,20,2011,500,0
31,6,2024,11,28,21,3491,1.0,1,0,0,c,a,266.0,7,2017,88,1,49,2015,447,0
687,4,2024,11,2,6,983,1.0,1,0,1,b,a,800.0,4,2008,199,0,10,2016,408,0
1019,1,2023,11,45,22,796,1.0,0,0,0,a,a,825.0,7,2019,52,1,39,2010,500,1
391,6,2023,8,38,25,2444,1.0,1,0,0,a,c,732.0,10,2005,214,1,20,2021,122,0
606,3,2023,2,48,6,2640,1.0,1,0,1,a,a,1085.0,8,2007,186,0,21,2019,235,0
296,6,2023,12,35,15,3376,1.0,1,0,1,c,a,539.0,2,2003,250,0,13,2014,490,0
805,5,2023,1,51,5,3323,1.0,1,0,0,a,a,404.0,10,2020,27,1,36,2010,500,0
132,3,2024,7,11,18,3214,1.0,1,0,0,a,a,572.0,10,2020,45,0,11,2019,260,1
580,6,2024,10,1,19,363,1.0,1,0,0,c,a,637.0,9,2004,241,0,20,2010,500,1
461,5,2024,2,47,1,394,1.0,1,0,0,c,a,803.0,3,2012,143,0,26,2015,489,1
715,6,2023,6,35,27,909,1.0,1,0,1,a,b,581.0,4,2018,62,1,1,2012,500,1
551,7,2023,6,36,8,1595,1.0,1,0,0,c,c,177.0,6,2013,120,0,43,2013,500,0
1095,2,2024,3,16,13,3006,1.0,1,0,1,a,c,50.0,11,2014,112,1,18,2020,206,1
1097,6,2023,2,18,8,3439,1.0,1,c,1,b,c,857.0,10,2006,196,1,47,2014,439,0
317,1,2024,11,36,26,2932,1.0,1,0,0,a,a,481.0,2,2000,297,0,34,2013,500,1
42,5,2024,11,22,22,3433,1.0,1,0,1,a,b,218.0,1,2021,46,0,14,2014,500,0
550,2,2023,2,4,28,1615,1.0,0,0,0,b,b,1007.0,1,2021,25,0,35,2012,500,0
659,2,2023,4,16,11,2618,1.0,1,0,0,a,c,1284.0,12,2021,16,1,24,2020,148,0
839,2,2024,5,20,16,716,1.0,1,0,1,c,c,792.0,11,2000,282,1,26,2016,410,0
586,6,2024,3,44,17,612,1.0,0,0,1,a,b,901.0,3,2015,108,0,44,2012,500,1
654,3,2023,1,18,7,3338,1.0,1,0,0,a,c,903.0,11,2005,206,1,34,2014,452,1
26,3,2023,7,26,27,1736,1.0,0,0,0,d,c,126.0,7,2007,192,1,52,2023,0,0
851,3,2023,6,32,25,2962,1.0,1,0,1,a,a,1087.0,4,2009,170,0,49,2018,243,0
